occupants,plug_loads_other,plug_loads_tv,lighting_interior,lighting_garage,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.5,0.706,0.137,0.269,0.269,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.709,0.139,0.272,0.272,0.0,0.0,0.0,0.15,0,0,0,0
0.5,0.645,0.0859,0.176,0.176,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.699,0.131,0.258,0.258,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.734,0.167,0.325,0.325,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.333,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.333,0.0,0.0,0.0,0.224,0,0,0,0
0.5,0.738,0.172,0.333,0.333,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.764,0.204,0.42,0.42,0.0,0.0,0.0,0.0748,0,0,0,0
0.5,0.767,0.209,0.433,0.433,0.0,0.0,0.0,0.0748,0,0,0,0
0.283,0.678,0.125,0.267,0.267,0.0,0.0,0.0,0.224,0,0,0,0
0.25,0.665,0.112,0.241,0.241,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.669,0.143,0.278,0.278,0.0,0.0,0.0,0.0,0,0,0,0
0.467,0.763,0.261,0.487,0.487,0.0,0.0,0.867,0.0,0,0,0,0
0.5,0.777,0.279,0.518,0.518,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.777,0.279,0.518,0.518,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.769,0.372,0.514,0.514,0.0,0.0,1.0,0.15,0,0,0,0
0.5,0.767,0.387,0.513,0.513,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.767,0.387,0.513,0.513,0.0,0.0,1.0,0.15,0,0,0,0
0.5,0.767,0.387,0.513,0.513,0.0,0.0,0.333,0.0,0,0,0,0
0.5,0.751,0.464,0.436,0.436,0.0,0.0,0.0,0.0,0,0,0,0
0.717,0.829,0.675,0.586,0.586,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.841,0.706,0.611,0.611,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.841,0.706,0.611,0.611,0.0,0.0,0.0,0.0748,0,0,0,0
0.75,0.791,0.674,0.483,0.483,0.268,0.867,0.0,0.0,0,0,0,0
0.75,0.783,0.669,0.464,0.464,0.191,1.0,0.0,0.0,0,0,0,0
0.75,0.783,0.669,0.464,0.464,0.0,0.0667,0.0,0.15,0,0,0,0
0.75,0.783,0.669,0.464,0.464,0.0,0.0,0.0,0.374,0,0,0,0
0.75,0.732,0.441,0.412,0.412,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.724,0.406,0.404,0.404,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.724,0.406,0.404,0.404,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.724,0.406,0.404,0.404,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.721,0.255,0.269,0.269,0.0,0.0,0.0,0.121,0,0,0,0
1.0,0.686,0.185,0.205,0.205,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.681,0.178,0.199,0.199,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.681,0.178,0.199,0.199,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.668,0.0891,0.117,0.117,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.666,0.0755,0.105,0.105,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.666,0.0755,0.105,0.105,0.0,0.0,0.0,0.158,0,0,0,0
1.0,0.666,0.0755,0.105,0.105,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.636,0.037,0.0674,0.0674,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0617,0.0617,0.0,0.0,0.0,0.114,0,0,0,0
1.0,0.601,0.0245,0.0563,0.0563,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0555,0.0555,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0185,0.0502,0.0502,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.596,0.0177,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0177,0.0493,0.0493,0.0,0.0,0.0,0.15,0,0,0,0
1.0,0.596,0.0177,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0161,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.613,0.0348,0.136,0.136,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.621,0.0377,0.149,0.149,0.0,0.0,0.0,0.2,0,0,0,0
1.0,0.723,0.0755,0.321,0.321,0.0,0.0,0.867,0.0,0,0,0,0
1.0,0.739,0.0813,0.348,0.348,0.0,0.0,0.133,0.15,0,0,0,0
1.0,0.752,0.0964,0.366,0.366,0.0,0.0,0.0,0.414,0,0,0,0
1.0,0.754,0.0987,0.369,0.369,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.754,0.0987,0.369,0.369,0.0,0.0,0.0,0.0748,0,0,0,0
0.783,0.698,0.0748,0.276,0.276,0.0,0.0,0.0,0.104,0,0,0,0
0.967,0.745,0.11,0.363,0.363,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.754,0.116,0.379,0.379,0.0,0.0,0.0,0.227,0,0,0,0
1.0,0.809,0.145,0.474,0.474,0.0,0.0,0.0,0.0252,0,0,0,0
1.0,0.818,0.149,0.489,0.489,0.0,0.0,0.0,0.0,0,0,0,0
0.783,0.762,0.132,0.385,0.385,0.0,0.0,0.0,0.218,0,0,0,0
0.75,0.754,0.13,0.369,0.369,0.0,0.0,0.0,0.0,0,0,0,0
0.533,0.698,0.0968,0.276,0.276,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0917,0.262,0.262,0.0,0.0,0.0,0.238,0,0,0,0
0.717,0.745,0.136,0.343,0.343,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.355,0.355,0.0,0.0,0.0,0.299,0,0,0,0
0.75,0.754,0.143,0.355,0.355,0.0,0.0,0.0,0.167,0,0,0,0
0.75,0.754,0.143,0.355,0.355,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.15,0.346,0.346,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.151,0.345,0.345,0.0,0.0,0.0,0.108,0,0,0,0
0.75,0.754,0.151,0.345,0.345,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.151,0.345,0.345,0.0,0.0,0.0,0.397,0,0,0,0
0.75,0.754,0.168,0.342,0.342,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.17,0.342,0.342,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.17,0.342,0.342,0.0,0.0,0.0,0.353,0,0,0,0
0.75,0.754,0.17,0.342,0.342,0.0,0.0,0.0,0.0748,0,0,0,0
0.75,0.754,0.179,0.347,0.347,0.0,0.0,0.0,0.15,0,0,0,0
0.75,0.754,0.18,0.348,0.348,0.0,0.0,0.0,0.201,0,0,0,0
0.75,0.754,0.18,0.348,0.348,0.0,0.0,0.0,0.0748,0,0,0,0
0.75,0.754,0.18,0.348,0.348,0.0,0.0,0.0,0.576,0,0,0,0
0.75,0.779,0.198,0.379,0.379,0.0,0.0,0.0,0.275,0,0,0,0
0.75,0.783,0.201,0.384,0.384,0.0,0.0,0.0,0.0748,0,0,0,0
0.75,0.783,0.201,0.384,0.384,0.0,0.0,0.0,0.299,0,0,0,0
0.75,0.783,0.201,0.384,0.384,0.0,0.0,0.0,0.41,0,0,0,0
0.75,0.821,0.243,0.462,0.462,0.0,0.0,0.0,0.405,0,0,0,0
0.75,0.827,0.249,0.475,0.475,0.0,0.0,0.0,0.0,0,0,0,0
0.533,0.75,0.182,0.352,0.352,0.0,0.0,0.0,0.0,0,0,0,0
0.717,0.815,0.239,0.456,0.456,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.865,0.298,0.605,0.605,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.306,0.625,0.625,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.306,0.625,0.625,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.306,0.625,0.625,0.0,0.0,0.0,0.0,0,0,0,0
0.533,0.79,0.282,0.532,0.532,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.777,0.279,0.518,0.518,0.0,0.0,0.0,0.299,0,0,0,0
0.5,0.777,0.279,0.518,0.518,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.777,0.279,0.518,0.518,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.769,0.372,0.514,0.514,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.767,0.387,0.513,0.513,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.767,0.387,0.513,0.513,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.767,0.387,0.513,0.513,0.0,0.0,0.0,0.299,0,0,0,0
0.717,0.831,0.663,0.598,0.598,0.0,0.0,0.0,0.13,0,0,0,0
0.75,0.841,0.706,0.611,0.611,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.841,0.706,0.611,0.611,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.922,0.905,0.773,0.773,0.0,0.0,0.0,0.402,0,0,0,0
1.0,0.867,0.893,0.628,0.628,0.0,0.0,0.0,0.0748,0,0,0,0
1.0,0.857,0.887,0.602,0.602,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.602,0.602,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.793,0.698,0.482,0.482,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.441,0.412,0.412,0.0,0.0,0.0,0.147,0,0,0,0
1.0,0.724,0.406,0.404,0.404,0.0,0.0,0.0,0.0974,0,0,0,0
1.0,0.677,0.293,0.302,0.302,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.623,0.163,0.183,0.183,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.569,0.0332,0.0651,0.0651,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
