occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,electric_vehicle_charging,electric_vehicle_discharging,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.6,0.814,0.493,0.168,0.606,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.797,0.576,0.168,0.527,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.791,0.607,0.168,0.499,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.791,0.607,0.168,0.499,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.791,0.607,0.168,0.499,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.713,0.447,0.23,0.331,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.684,0.389,0.253,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.684,0.389,0.253,0.27,0.0,0.0,0.0,0.0,0.411,1.0,0,0,0,0,0
0.6,0.684,0.389,0.253,0.27,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.629,0.198,0.314,0.178,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.747,0.609,0.128,0.337,0.144,0.0,0.0,0.0,0.733,0.0,1.0,0,0,0,0,0
0.8,0.609,0.128,0.337,0.144,0.0,0.0,0.0,0.267,0.0,1.0,0,0,0,0,0
0.947,0.609,0.128,0.337,0.144,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.601,0.0805,0.337,0.104,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.598,0.0632,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.574,0.0293,0.399,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.853,0.586,0.0189,0.359,0.0502,0.0,0.0,0.0,0.0,0.0822,0,0.733,0,0,0,0
0.8,0.594,0.0196,0.337,0.0504,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.8,0.614,0.0216,0.275,0.0513,0.0,0.0,0.0,0.0,0.291,0,1.0,0,0,0,0
0.8,0.622,0.0223,0.253,0.0515,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.8,0.622,0.028,0.253,0.0796,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.8,0.622,0.03,0.253,0.0898,0.0,0.0,0.0,0.0,0.164,0,1.0,0,0,0,0
0.8,0.622,0.03,0.253,0.0898,0.0,0.0,0.0,0.0,0.41,0,1.0,0,0,0,0
0.8,0.642,0.0348,0.191,0.105,0.0,0.0,0.0,0.0,0.231,0,0.4,0,0,0,0
0.653,0.641,0.0406,0.23,0.155,0.0,0.0,0.0,0.0,0.0822,0,0,0,0,0,0
0.6,0.637,0.0421,0.253,0.171,0.0,0.0,0.0,0.0,0.499,0,0,0,0,0,0
0.453,0.611,0.0329,0.314,0.126,0.0,0.0,0.0,0.0,0.161,0,0,0,0,0,0
0.4,0.602,0.0295,0.337,0.11,0.0,0.0,0.0,0.0,0.247,0,0.8,0,0,0,0
0.4,0.61,0.034,0.337,0.124,0.0,0.0,0.0,0.0,0.144,0,1.0,0,0,0,0
0.253,0.578,0.0219,0.399,0.0706,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.347,0.603,0.0343,0.359,0.112,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.547,0.693,0.0752,0.213,0.259,0.0,0.0,0.0,0.0,0.314,0,0.267,0,0,0,0
0.6,0.72,0.0878,0.168,0.305,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.72,0.0987,0.168,0.311,0.0,0.0,0.0,0.733,0.0,1.0,0,0,0,0,0
0.6,0.72,0.103,0.168,0.313,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.6,0.72,0.103,0.168,0.313,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.6,0.72,0.103,0.168,0.313,0.0,0.0,0.0,1.0,0.152,1.0,0,0,0,0,0
0.453,0.683,0.0874,0.23,0.245,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.4,0.669,0.0818,0.253,0.22,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.4,0.669,0.0818,0.253,0.22,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.4,0.669,0.0818,0.253,0.22,0.0,0.0,0.0,0.467,0.0,1.0,0,0,0,0,0
0.4,0.669,0.0875,0.253,0.214,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.669,0.0895,0.253,0.212,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.4,0.669,0.0895,0.253,0.212,0.0,0.0,0.0,0.733,0.0822,1.0,0,0,0,0,0
0.4,0.669,0.0895,0.253,0.212,0.0,0.0,0.0,0.267,0.0822,1.0,0,0,0,0,0
0.4,0.669,0.0927,0.253,0.208,0.0,0.0,0.0,0.0,0.0,0,0.733,0,0,0,0
0.4,0.669,0.0939,0.253,0.207,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.253,0.631,0.0657,0.314,0.149,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.617,0.0554,0.337,0.128,0.0,0.0,0.0,0.0,0.0,0,0.4,0,0,0,0
0.2,0.617,0.0595,0.337,0.128,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.2,0.617,0.061,0.337,0.127,0.0,0.0,0.0,0.0,0.0,0,0.867,0,0,0,0
0.2,0.617,0.061,0.337,0.127,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.617,0.061,0.337,0.127,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.347,0.655,0.0973,0.275,0.187,0.0,0.0,0.0,0.733,0.0822,0,0.267,0,0,0,0
0.4,0.669,0.11,0.253,0.209,0.0,0.0,0.0,1.0,0.0822,1.0,0,0,0,0,0
0.253,0.631,0.0762,0.314,0.15,0.0,0.0,0.0,0.333,0.0822,1.0,0,0,0,0,0
0.2,0.617,0.0637,0.337,0.129,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.347,0.667,0.107,0.275,0.201,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.547,0.728,0.161,0.191,0.293,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.6,0.744,0.175,0.168,0.317,0.0,0.0,0.0,0.0,0.411,1.0,0,0,0,0,0
0.6,0.744,0.175,0.168,0.317,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.77,0.206,0.168,0.37,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.779,0.217,0.168,0.389,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.6,0.779,0.217,0.168,0.389,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.779,0.217,0.168,0.389,0.0,0.0,0.0,0.0,0.411,1.0,0,0,0,0,0
0.6,0.805,0.252,0.168,0.478,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.814,0.265,0.168,0.51,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.814,0.265,0.168,0.51,0.0,0.0,0.0,0.0,0.576,1.0,0,0,0,0,0
0.6,0.814,0.265,0.168,0.51,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.823,0.33,0.168,0.584,0.0,0.0,0.0,0.733,0.0,1.0,0,0,0,0,0
0.6,0.826,0.354,0.168,0.612,0.0,0.0,0.0,0.267,0.0822,1.0,0,0,0,0,0
0.6,0.826,0.354,0.168,0.612,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.826,0.354,0.168,0.612,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.818,0.456,0.168,0.608,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.814,0.493,0.168,0.606,0.0,0.0,0.0,0.0,0.493,1.0,0,0,0,0,0
0.6,0.814,0.493,0.168,0.606,0.0,0.0,0.0,0.733,0.0822,1.0,0,0,0,0,0
0.6,0.814,0.493,0.168,0.606,0.0,0.0,0.0,0.267,0.0,1.0,0,0,0,0,0
0.6,0.797,0.576,0.168,0.527,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.736,0.463,0.23,0.389,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.716,0.41,0.253,0.349,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.716,0.41,0.253,0.349,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.6,0.693,0.395,0.253,0.291,0.0,0.0,0.0,0.0,0.173,1.0,0,0,0,0,0
0.6,0.684,0.389,0.253,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.684,0.389,0.253,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.684,0.389,0.253,0.27,0.0,0.0,0.0,0.0,0.106,1.0,0,0,0,0,0
0.747,0.661,0.279,0.253,0.247,0.0,0.0,0.0,0.733,0.0,1.0,0,0,0,0,0
0.8,0.653,0.239,0.253,0.239,0.0,0.0,0.0,0.267,0.0,1.0,0,0,0,0,0
0.8,0.653,0.239,0.253,0.239,0.0,0.0,0.0,0.0,0.113,1.0,0,0,0,0,0
0.8,0.621,0.158,0.314,0.169,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.601,0.0805,0.337,0.104,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.598,0.0632,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.947,0.598,0.0632,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.598,0.0632,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.595,0.0417,0.337,0.0708,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.034,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.034,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.034,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0263,0.337,0.0569,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0235,0.337,0.0543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0235,0.337,0.0543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0235,0.337,0.0543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0198,0.337,0.0507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0185,0.337,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0185,0.337,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0185,0.337,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0177,0.337,0.0493,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
1.0,0.594,0.0174,0.337,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.0174,0.337,0.0493,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
1.0,0.594,0.0174,0.337,0.0493,0.0,0.0,0.0,0.0,0.247,1.0,0,0,0,0,0
1.0,0.573,0.0171,0.399,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.618,0.0354,0.298,0.139,0.0,0.0,0.0,0.733,0.501,1.0,0,0,0,0,0
1.0,0.637,0.0421,0.253,0.171,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
1.0,0.69,0.0606,0.129,0.26,0.0,0.0,0.0,0.333,0.0822,1.0,0,0,0,0,0
1.0,0.709,0.0673,0.0842,0.293,0.0,0.0,0.0,0.0,0.894,1.0,0,0,0,0,0
0.853,0.709,0.0714,0.146,0.289,0.0,0.0,0.0,0.0,0.2,1.0,0,0,0,0,0
0.8,0.709,0.0729,0.168,0.288,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.8,0.709,0.0729,0.168,0.288,0.0,0.0,0.0,0.0,0.247,1.0,0,0,0,0,0
0.8,0.709,0.0729,0.168,0.288,0.0,0.0,0.0,0.0,0.734,1.0,0,0,0,0,0
0.8,0.717,0.0838,0.168,0.3,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.8,0.72,0.0878,0.168,0.305,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.8,0.72,0.0878,0.168,0.305,0.0,0.0,0.0,0.0,0.317,1.0,0,0,0,0,0
0.653,0.683,0.0705,0.23,0.242,0.0,0.0,0.0,0.0,0.247,1.0,0,0,0,0,0
0.307,0.593,0.0295,0.376,0.0948,0.0,0.0,0.0,0.0,0.0,0,0.733,0,0,0,0
0.2,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.603,0.0379,0.359,0.114,0.0,0.0,0.0,0.0,0.231,0,1.0,0,0,0,0
0.2,0.617,0.0455,0.337,0.137,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.2,0.617,0.0484,0.337,0.135,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0533,0.579,0.0256,0.399,0.0721,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.147,0.603,0.0436,0.359,0.109,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.2,0.617,0.0532,0.337,0.131,0.0,0.0,0.0,0.0,0.0,0,0.267,0,0,0,0
0.2,0.617,0.0549,0.337,0.129,0.0,0.0,0.0,0.0,0.164,0,0,0,0,0,0
0.2,0.617,0.0554,0.337,0.128,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.2,0.617,0.0554,0.337,0.128,0.0,0.0,0.0,0.0,0.0822,0,0,0,0,0,0
0.2,0.617,0.0554,0.337,0.128,0.0,0.0,0.0,0.0,0.0822,0,0,0,0,0,0
0.2,0.617,0.0595,0.337,0.128,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.2,0.617,0.061,0.337,0.127,0.0,0.0,0.0,0.0,0.247,0,0.733,0,0,0,0
0.2,0.617,0.061,0.337,0.127,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.617,0.061,0.337,0.127,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.347,0.655,0.0973,0.275,0.187,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
