occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,electric_vehicle_charging,electric_vehicle_discharging,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.75,0.627,0.234,0.105,0.295,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
0.85,0.636,0.263,0.0632,0.328,0.0,0.0,0.0,0.317,1.0,0,0,0,0,0
1.0,0.649,0.324,0.0,0.377,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.9,0.64,0.317,0.0421,0.345,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.627,0.267,0.105,0.295,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.627,0.267,0.105,0.295,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.636,0.278,0.105,0.298,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.65,0.293,0.105,0.301,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.65,0.293,0.105,0.301,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.65,0.293,0.105,0.301,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.664,0.299,0.105,0.309,0.0,0.0,0.0,0.317,1.0,0,0,0,0,0
0.75,0.685,0.308,0.105,0.321,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.65,0.668,0.269,0.147,0.285,0.0,0.0,0.0,0.0633,0,0.4,0,0,0,0
0.5,0.644,0.211,0.211,0.23,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.5,0.653,0.214,0.211,0.246,0.0,0.0,0.4,0.0,0,0.467,0,0,0,0
0.5,0.667,0.218,0.211,0.269,0.0,0.0,1.0,0.0633,0,0,0,0,0,0
0.5,0.667,0.218,0.211,0.269,0.0,0.0,0.6,0.0,0,0,0,0,0,0
0.5,0.667,0.218,0.211,0.269,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.5,0.67,0.233,0.211,0.299,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.5,0.675,0.256,0.211,0.343,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.5,0.675,0.256,0.211,0.343,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.5,0.675,0.256,0.211,0.343,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.5,0.671,0.287,0.211,0.379,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.5,0.667,0.333,0.211,0.431,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.5,0.667,0.333,0.211,0.431,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.5,0.667,0.333,0.211,0.431,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.6,0.661,0.356,0.211,0.449,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.75,0.651,0.39,0.211,0.476,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.75,0.651,0.39,0.211,0.476,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.75,0.651,0.39,0.211,0.476,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.75,0.639,0.379,0.211,0.462,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.75,0.621,0.361,0.211,0.44,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.75,0.621,0.361,0.211,0.44,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.75,0.621,0.361,0.211,0.44,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.75,0.608,0.309,0.211,0.377,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0
0.75,0.59,0.231,0.211,0.283,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.85,0.595,0.274,0.168,0.33,0.0,0.0,0.0,0.0,0,0.6,0,0,0,0
1.0,0.598,0.295,0.147,0.353,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.58,0.183,0.211,0.229,0.0,0.0,0.0,0.121,1.0,0,0,0,0,0
1.0,0.566,0.11,0.211,0.149,0.0,0.0,0.0,0.0201,1.0,0,0,0,0,0
1.0,0.566,0.11,0.211,0.149,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.565,0.0919,0.253,0.129,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0526,0.316,0.0866,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.56,0.0352,0.316,0.0678,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.561,0.0284,0.358,0.0604,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.561,0.0191,0.379,0.0584,0.0,0.0,0.0,0.115,1.0,0,0,0,0,0
1.0,0.56,0.0205,0.316,0.072,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.563,0.0224,0.316,0.0909,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.568,0.0254,0.316,0.119,0.0,0.0,0.0,0.118,1.0,0,0,0,0,0
1.0,0.568,0.0254,0.316,0.119,0.0,0.0,0.0,0.241,1.0,0,0,0,0,0
1.0,0.568,0.0254,0.316,0.119,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.573,0.0291,0.316,0.128,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.579,0.0347,0.316,0.141,0.0,0.0,0.0,0.372,1.0,0,0,0,0,0
1.0,0.587,0.0414,0.274,0.178,0.0,0.0,0.4,0.0633,1.0,0,0,0,0,0
1.0,0.597,0.0513,0.211,0.233,0.0,0.0,0.6,0.0,1.0,0,0,0,0,0
1.0,0.6,0.0623,0.211,0.235,0.0,0.0,0.0,0.117,1.0,0,0,0,0,0
1.0,0.605,0.0788,0.211,0.238,0.0,0.0,0.4,0.195,1.0,0,0,0,0,0
1.0,0.614,0.091,0.168,0.275,0.0,0.0,0.6,0.0,1.0,0,0,0,0,0
1.0,0.627,0.109,0.105,0.332,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.9,0.618,0.106,0.147,0.294,0.0,0.0,0.0,0.0908,1.0,0,0,0,0,0
0.75,0.605,0.101,0.211,0.236,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.65,0.596,0.0848,0.253,0.199,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.583,0.0598,0.316,0.143,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.583,0.0633,0.316,0.141,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.583,0.0686,0.316,0.14,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.6,0.592,0.0888,0.274,0.176,0.0,0.0,0.4,0.0633,1.0,0,0,0,0,0
0.75,0.605,0.119,0.211,0.23,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.75,0.605,0.123,0.211,0.226,0.0,0.0,0.6,0.0,1.0,0,0,0,0,0
0.75,0.605,0.13,0.211,0.221,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.605,0.13,0.211,0.221,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.605,0.13,0.211,0.221,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.605,0.133,0.211,0.219,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.605,0.139,0.211,0.215,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.605,0.139,0.211,0.215,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.605,0.139,0.211,0.215,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.605,0.148,0.211,0.214,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.605,0.162,0.211,0.213,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.605,0.162,0.211,0.213,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.605,0.162,0.211,0.213,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.605,0.171,0.211,0.213,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.605,0.184,0.211,0.213,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.605,0.184,0.211,0.213,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.605,0.184,0.211,0.213,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.611,0.191,0.211,0.215,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.621,0.202,0.211,0.217,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.621,0.202,0.211,0.217,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.65,0.609,0.165,0.253,0.183,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.596,0.112,0.316,0.136,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.603,0.115,0.316,0.14,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.603,0.115,0.316,0.14,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.5,0.603,0.115,0.316,0.14,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.628,0.156,0.274,0.191,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.5,0.667,0.218,0.211,0.269,0.0,0.0,0.0,0.253,1.0,0,0,0,0,0
0.5,0.667,0.218,0.211,0.269,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.5,0.667,0.218,0.211,0.269,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
0.5,0.67,0.233,0.211,0.299,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.675,0.256,0.211,0.343,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.675,0.256,0.211,0.343,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.675,0.256,0.211,0.343,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.671,0.287,0.211,0.379,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.667,0.333,0.211,0.431,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.667,0.333,0.211,0.431,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.6,0.688,0.396,0.168,0.508,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.71,0.525,0.105,0.649,0.0,0.0,0.4,0.0,1.0,0,0,0,0,0
0.75,0.696,0.576,0.105,0.689,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.75,0.696,0.576,0.105,0.689,0.0,0.0,0.6,0.0,1.0,0,0,0,0,0
0.75,0.696,0.576,0.105,0.689,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.678,0.559,0.105,0.668,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.65,0.532,0.105,0.636,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.65,0.532,0.105,0.636,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.65,0.532,0.105,0.636,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.631,0.454,0.105,0.541,0.0,0.0,0.0,0.12,1.0,0,0,0,0,0
0.85,0.604,0.338,0.105,0.4,0.0,0.0,0.0,0.08,1.0,0,0,0,0,0
1.0,0.604,0.338,0.105,0.4,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.604,0.338,0.105,0.4,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.59,0.265,0.105,0.319,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.9,0.568,0.138,0.147,0.179,0.0,0.0,0.0,0.0,0,0.333,0,0,0,0
0.75,0.566,0.11,0.211,0.149,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.75,0.566,0.11,0.211,0.149,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.75,0.564,0.0782,0.253,0.116,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.85,0.56,0.0301,0.316,0.0678,0.0,0.0,0.0,0.0,0,0.267,0,0,0,0
1.0,0.56,0.0301,0.316,0.0678,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.56,0.0301,0.316,0.0678,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.561,0.0244,0.358,0.0604,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.56,0.0198,0.337,0.0675,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.559,0.0256,0.211,0.0947,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.559,0.0256,0.211,0.0947,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.9,0.559,0.0237,0.253,0.0856,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.566,0.027,0.274,0.119,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.65,0.572,0.0323,0.253,0.161,0.0,0.0,0.0,0.0,0,0.4,0,0,0,0
0.5,0.568,0.0261,0.316,0.119,0.0,0.0,0.0,0.127,0,1.0,0,0,0,0
0.4,0.565,0.022,0.358,0.0913,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0.6,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.57,0.0257,0.379,0.0867,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.583,0.0404,0.316,0.143,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.583,0.0404,0.316,0.143,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.583,0.0404,0.316,0.143,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.583,0.0418,0.316,0.141,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.35,0.592,0.055,0.274,0.176,0.0,0.0,0.0,0.161,0,0,0,0,0,0
0.5,0.605,0.0718,0.211,0.23,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.5,0.605,0.0718,0.211,0.23,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.4,0.596,0.062,0.253,0.192,0.0,0.0,0.0,0.19,0,0,0,0,0,0
0.25,0.583,0.0473,0.316,0.135,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.583,0.0473,0.316,0.135,0.0,0.0,0.0,0.19,0,0,0,0,0,0
0.25,0.583,0.0473,0.316,0.135,0.0,0.0,0.0,0.19,0,0,0,0,0,0
0.15,0.575,0.0347,0.358,0.101,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.1,0.57,0.0312,0.379,0.0821,0.0,0.0,0.0,0.18,0,0,0,0,0,0
0.25,0.583,0.0542,0.316,0.131,0.0,0.0,0.0,0.0584,0,0,0,0,0,0
0.15,0.575,0.0388,0.358,0.0985,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.1,0.578,0.0392,0.379,0.0855,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.603,0.0743,0.316,0.14,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.603,0.0743,0.316,0.14,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.603,0.0743,0.316,0.14,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.607,0.08,0.316,0.148,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.614,0.0885,0.316,0.159,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.614,0.0885,0.316,0.159,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.614,0.0885,0.316,0.159,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.616,0.0992,0.316,0.174,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.618,0.115,0.316,0.196,0.0,0.0,0.0,0.0,0,0.333,0,0,0,0
0.25,0.618,0.115,0.316,0.196,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.25,0.618,0.115,0.316,0.196,0.0,0.0,0.0,0.0633,0,1.0,0,0,0,0
0.25,0.617,0.132,0.316,0.214,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.35,0.635,0.213,0.274,0.317,0.0,0.0,0.0,0.242,0,0.6,0,0,0,0
0.6,0.688,0.353,0.168,0.508,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.72,0.437,0.105,0.622,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.71,0.478,0.105,0.649,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.696,0.539,0.105,0.689,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.696,0.539,0.105,0.689,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.696,0.539,0.105,0.689,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.666,0.462,0.147,0.59,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.621,0.346,0.211,0.44,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.621,0.346,0.211,0.44,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.621,0.346,0.211,0.44,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.603,0.253,0.253,0.331,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.576,0.114,0.316,0.166,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.576,0.114,0.316,0.166,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.576,0.114,0.316,0.166,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.571,0.0909,0.316,0.139,0.0,0.0,0.0,0.119,1.0,0,0,0,0,0
1.0,0.564,0.0561,0.316,0.0991,0.0,0.0,0.0,0.0198,1.0,0,0,0,0,0
1.0,0.564,0.0561,0.316,0.0991,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.563,0.04,0.358,0.0792,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.561,0.0178,0.379,0.0584,0.0,0.0,0.0,0.239,1.0,0,0,0,0,0
1.0,0.56,0.0207,0.316,0.072,0.0,0.0,0.0,0.221,1.0,0,0,0,0,0
1.0,0.56,0.0207,0.316,0.072,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.56,0.0207,0.316,0.072,0.0,0.0,0.0,0.107,1.0,0,0,0,0,0
1.0,0.563,0.0229,0.316,0.0909,0.0,0.0,0.0,0.0991,1.0,0,0,0,0,0
1.0,0.568,0.0261,0.316,0.119,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.568,0.0261,0.316,0.119,0.0,0.0,0.0,0.2,1.0,0,0,0,0,0
1.0,0.57,0.0303,0.274,0.147,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.591,0.047,0.168,0.243,0.0,0.0,0.4,0.0,1.0,0,0,0,0,0
1.0,0.615,0.0629,0.105,0.324,0.0,0.0,1.0,0.22,1.0,0,0,0,0,0
0.9,0.608,0.0567,0.147,0.288,0.0,0.0,1.0,0.339,1.0,0,0,0,0,0
0.75,0.597,0.0472,0.211,0.233,0.0,0.0,1.0,0.19,1.0,0,0,0,0,0
0.75,0.6,0.0508,0.211,0.235,0.0,0.0,0.6,0.299,1.0,0,0,0,0,0
0.75,0.605,0.0561,0.211,0.238,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.605,0.0561,0.211,0.238,0.226,0.4,0.0,0.288,1.0,0,0,0,0,0
0.65,0.596,0.048,0.253,0.2,0.299,1.0,0.0,0.0352,1.0,0,0,0,0,0
0.5,0.592,0.0476,0.274,0.18,0.675,1.0,0.0,0.127,1.0,0,0,0,0,0
0.5,0.605,0.0649,0.211,0.236,0.585,1.0,0.0,0.119,1.0,0,0,0,0,0
0.3,0.588,0.0453,0.295,0.161,0.0,1.0,0.0,0.0,0,0.4,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,1.0,0.0,0.0,0,1.0,0,0,0,0
