occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.586,0.0488,0.357,0.0797,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0179,0.393,0.0561,0.0,0.0,0.0,0.0,0.0,0.241,0,0,0,0
1.0,0.581,0.0202,0.361,0.0638,0.0,0.0,0.0,0.0,0.0,0.093,0,0,0,0
1.0,0.581,0.0202,0.361,0.0638,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
1.0,0.581,0.0202,0.361,0.0638,0.0,0.0,0.0,0.0,0.0,0.145,0,0,0,0
1.0,0.608,0.03,0.305,0.118,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
1.0,0.638,0.0411,0.241,0.18,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.933,0.626,0.0372,0.269,0.159,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.857,0.612,0.0327,0.301,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.79,0.62,0.0365,0.301,0.149,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.714,0.629,0.0408,0.301,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.714,0.629,0.0408,0.301,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.714,0.629,0.0408,0.301,0.163,0.0,0.0,0.0,0.0,0.0,0.21,0,0,0,0
0.714,0.649,0.0512,0.273,0.195,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
0.714,0.671,0.0632,0.241,0.232,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.648,0.654,0.0558,0.269,0.203,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.505,0.618,0.0401,0.329,0.143,0.0,0.0,0.0,0.0,0.0,0.233,0,0,0,0
0.429,0.615,0.0421,0.333,0.14,0.0,0.0,0.0,0.0,0.0,0.442,0,0,0,0
0.429,0.635,0.054,0.301,0.175,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.429,0.635,0.054,0.301,0.175,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.495,0.652,0.063,0.273,0.204,0.0,0.0,0.0,0.0,0.0,0.364,0,0,0,0
0.571,0.671,0.0767,0.241,0.235,0.0,0.0,0.0,0.0,0.467,0.0,0,0,0,0
0.638,0.688,0.091,0.213,0.26,0.0,0.0,0.107,0.467,0.533,0.0236,0,0,0,0
0.648,0.691,0.0924,0.209,0.264,0.0,0.0,0.0,1.0,0.0,0.165,0,0,0,0
0.571,0.671,0.0809,0.241,0.232,0.0,0.0,0.0,0.467,0.0,0.0777,0,0,0,0
0.571,0.688,0.0958,0.213,0.255,0.0,0.0,0.0,0.0,0.0,0.306,0,0,0,0
0.571,0.708,0.113,0.18,0.282,0.0,0.0,0.0,0.0,0.0,0.0884,0,0,0,0
0.505,0.691,0.102,0.209,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.429,0.671,0.0886,0.241,0.224,0.0,0.0,0.0,0.0,0.0,0.13,0,0,0,0
0.495,0.688,0.103,0.213,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.708,0.119,0.18,0.275,0.0,0.0,0.0,0.0,0.0,0.256,0,0,0,0
0.571,0.708,0.119,0.18,0.275,0.0,0.0,0.0,0.0,0.0,0.425,0,0,0,0
0.638,0.725,0.131,0.152,0.301,0.0,0.0,0.0,0.0,0.467,0.124,0,0,0,0
0.714,0.744,0.153,0.12,0.33,0.0,0.0,0.0,0.0,1.0,0.0777,0,0,0,0
0.781,0.762,0.177,0.0922,0.354,0.0,0.0,0.0,0.0,0.6,0.127,0,0,0,0
0.79,0.764,0.179,0.0882,0.358,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
0.714,0.744,0.163,0.12,0.328,0.0,0.0,0.0,0.0,0.0,0.102,0,0,0,0
0.714,0.727,0.153,0.148,0.304,0.0,0.0,0.0,0.0,0.0,0.15,0,0,0,0
0.714,0.708,0.141,0.18,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.648,0.708,0.141,0.18,0.277,0.0,0.0,0.0,0.0,0.0,0.233,0,0,0,0
0.505,0.691,0.126,0.209,0.25,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
0.429,0.679,0.115,0.241,0.23,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.429,0.688,0.122,0.241,0.241,0.0,0.0,0.0,0.0,0.0,0.233,0,0,0,0
0.429,0.688,0.122,0.241,0.241,0.0,0.0,0.0,0.0,0.0,0.466,0,0,0,0
0.429,0.688,0.122,0.241,0.241,0.0,0.0,0.0,0.0,0.0,0.311,0,0,0,0
0.429,0.7,0.135,0.241,0.265,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.495,0.713,0.149,0.241,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.713,0.149,0.241,0.292,0.0,0.0,0.0,0.0,0.0,0.311,0,0,0,0
0.638,0.737,0.17,0.213,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.714,0.779,0.214,0.18,0.427,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.714,0.797,0.237,0.18,0.488,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.714,0.797,0.237,0.18,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.714,0.797,0.237,0.18,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.714,0.802,0.274,0.18,0.533,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.781,0.837,0.351,0.152,0.647,0.0,0.0,0.0,0.0,0.0,0.106,0,0,0,0
0.857,0.87,0.391,0.12,0.719,0.0,0.0,0.0,0.0,0.467,0.155,0,0,0,0
0.857,0.87,0.391,0.12,0.719,0.0,0.0,0.0,0.0,1.0,0.0777,0,0,0,0
0.857,0.891,0.513,0.0922,0.777,0.0,0.0,0.0,0.0,0.6,0.136,0,0,0,0
0.857,0.915,0.652,0.0602,0.845,0.0,0.0,0.0,0.0,0.0,0.233,0,0,0,0
0.857,0.915,0.652,0.0602,0.845,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
0.857,0.915,0.652,0.0602,0.845,0.0,0.0,0.0,0.0,0.0,0.325,0,0,0,0
0.857,0.899,0.723,0.0602,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.881,0.804,0.0602,0.691,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.857,0.881,0.804,0.0602,0.691,0.0,0.0,0.0,0.0,0.0,0.215,0,0,0,0
0.857,0.881,0.804,0.0602,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.924,0.87,0.843,0.0321,0.65,0.0,0.0,0.0,0.0,0.0,0.158,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.233,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
1.0,0.791,0.654,0.0561,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.717,0.387,0.12,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.717,0.387,0.12,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.702,0.353,0.148,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.659,0.218,0.209,0.233,0.0,0.0,0.0,0.0,0.0,0.164,0,0,0,0
1.0,0.63,0.108,0.241,0.135,0.0,0.0,0.0,0.0,0.0,0.164,0,0,0,0
1.0,0.619,0.0941,0.269,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.607,0.0776,0.301,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.595,0.0541,0.329,0.0846,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0272,0.361,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0272,0.361,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0272,0.361,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.572,0.0219,0.389,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.585,0.0237,0.365,0.0899,0.0,0.0,0.0,0.0,0.0,0.795,0,0,0,0
1.0,0.612,0.0327,0.301,0.136,0.0,0.0,0.0,0.0,0.0,0.469,0,0,0,0
1.0,0.624,0.0366,0.273,0.156,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
1.0,0.638,0.0411,0.241,0.18,0.0,0.0,0.0,0.0,0.0,0.715,0,0,0,0
1.0,0.665,0.0526,0.213,0.225,0.0,0.0,0.0,0.0,0.0,0.439,0,0,0,0
1.0,0.697,0.0657,0.18,0.277,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
1.0,0.713,0.0715,0.152,0.303,0.0,0.0,0.0,0.0,0.0,0.411,0,0,0,0
0.933,0.715,0.0724,0.148,0.307,0.0,0.0,0.0,0.0,0.0,0.102,0,0,0,0
0.857,0.702,0.0719,0.18,0.284,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.857,0.708,0.079,0.18,0.293,0.0,0.0,0.0,0.0,0.0,0.12,0,0,0,0
0.924,0.725,0.0863,0.152,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.744,0.0947,0.12,0.354,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
1.0,0.762,0.111,0.0922,0.387,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
1.0,0.781,0.13,0.0602,0.426,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.933,0.764,0.121,0.0882,0.397,0.0,0.0,0.0,0.0,0.467,0.0777,0,0,0,0
0.857,0.744,0.111,0.12,0.363,0.0,0.0,0.0,0.0,0.533,0.0,0,0,0,0
0.857,0.762,0.127,0.0922,0.387,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.857,0.781,0.146,0.0602,0.414,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.857,0.781,0.146,0.0602,0.414,0.0,0.0,0.0,0.0,0.0,0.24,0,0,0,0
0.857,0.781,0.146,0.0602,0.414,0.0,0.0,0.0,0.0,0.0,0.255,0,0,0,0
0.79,0.764,0.142,0.0882,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.781,0.762,0.148,0.0922,0.368,0.0,0.0,0.0,0.0,0.0,0.167,0,0,0,0
0.79,0.764,0.15,0.0882,0.371,0.0,0.0,0.0,0.0,0.0,0.144,0,0,0,0
0.714,0.744,0.137,0.12,0.34,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.714,0.744,0.141,0.12,0.336,0.0,0.0,0.0,0.0,0.0,0.431,0,0,0,0
0.648,0.727,0.132,0.148,0.305,0.0,0.0,0.0,0.0,0.0,0.233,0,0,0,0
0.571,0.708,0.119,0.18,0.275,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.571,0.708,0.119,0.18,0.275,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0
0.571,0.708,0.126,0.18,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.708,0.133,0.18,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.708,0.133,0.18,0.272,0.0,0.0,0.0,0.0,0.0,0.158,0,0,0,0
0.571,0.708,0.133,0.18,0.272,0.0,0.0,0.0,0.0,0.0,0.0226,0,0,0,0
0.571,0.708,0.137,0.18,0.275,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.505,0.691,0.126,0.209,0.25,0.0,0.0,0.0,0.0,0.0,0.237,0,0,0,0
0.362,0.654,0.095,0.269,0.194,0.0,0.0,0.0,0.0,0.0,0.237,0,0,0,0
0.419,0.669,0.107,0.245,0.216,0.0,0.0,0.0,0.0,0.467,0.155,0,0,0,0
0.571,0.718,0.148,0.18,0.29,0.0,0.0,0.0,0.0,1.0,0.155,0,0,0,0
0.571,0.73,0.157,0.18,0.304,0.0,0.0,0.0,0.0,0.6,0.155,0,0,0,0
0.571,0.73,0.157,0.18,0.304,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
0.638,0.75,0.173,0.152,0.334,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
0.714,0.792,0.214,0.12,0.408,0.0,0.0,0.0,0.0,0.0,0.0777,0,0,0,0
0.781,0.838,0.259,0.0922,0.492,0.0,0.0,0.214,0.467,0.0,0.0777,0,0,0,0
0.857,0.864,0.283,0.0602,0.535,0.0,0.0,0.221,1.0,0.0,0.0777,0,0,0,0
0.857,0.864,0.283,0.0602,0.535,0.0,0.0,0.0871,1.0,0.0,0.155,0,0,0,0
