Time,EV Electric Power (kW),EV SOC (-),EV Unmet Load (kWh)
2018-01-04 18:00:00,0.0,1.0,0
2018-01-04 18:15:00,1.4,0.937,0
2018-01-04 18:30:00,1.4,0.9418461538461539,0
2018-01-04 18:45:00,1.4,0.9466923076923077,0
2018-01-04 19:00:00,1.4,0.9515384615384616,0
2018-01-04 19:15:00,1.4,0.9563846153846154,0
2018-01-04 19:30:00,1.4,0.9612307692307692,0
2018-01-04 19:45:00,1.4,0.966076923076923,0
2018-01-04 20:00:00,1.4,0.9709230769230769,0
2018-01-04 20:15:00,1.4,0.9757692307692307,0
2018-01-04 20:30:00,1.4,0.9806153846153846,0
2018-01-04 20:45:00,1.4,0.9854615384615384,0
2018-01-04 21:00:00,1.4,0.9903076923076922,0
2018-01-04 21:15:00,1.4,0.9951538461538461,0
2018-01-04 21:30:00,3.2073109600282297e-14,0.9999999999999999,0
2018-01-04 21:45:00,0.0,1.0,0
2018-01-04 22:00:00,0.0,1.0,0
2018-01-04 22:15:00,0.0,1.0,0
2018-01-04 22:30:00,0.0,1.0,0
2018-01-04 22:45:00,0.0,1.0,0
2018-01-04 23:00:00,0.0,1.0,0
2018-01-04 23:15:00,0.0,1.0,0
2018-01-04 23:30:00,0.0,1.0,0
2018-01-04 23:45:00,0.0,1.0,0
2018-01-05 00:00:00,0.0,1.0,0
2018-01-05 00:15:00,0.0,1.0,0
2018-01-05 00:30:00,0.0,1.0,0
2018-01-05 00:45:00,0.0,1.0,0
2018-01-05 01:00:00,0.0,1.0,0
2018-01-05 01:15:00,0.0,1.0,0
2018-01-05 01:30:00,0.0,1.0,0
2018-01-05 01:45:00,0.0,1.0,0
2018-01-05 02:00:00,0.0,1.0,0
2018-01-05 02:15:00,0.0,1.0,0
2018-01-05 02:30:00,0.0,1.0,0
2018-01-05 02:45:00,0.0,1.0,0
2018-01-05 03:00:00,0.0,1.0,0
2018-01-05 03:15:00,0.0,1.0,0
2018-01-05 03:30:00,0.0,1.0,0
2018-01-05 03:45:00,0.0,1.0,0
2018-01-05 04:00:00,0.0,1.0,0
2018-01-05 04:15:00,0.0,1.0,0
2018-01-05 04:30:00,0.0,1.0,0
2018-01-05 04:45:00,0.0,1.0,0
2018-01-05 05:00:00,0.0,1.0,0
2018-01-05 05:15:00,0.0,1.0,0
2018-01-05 05:30:00,0.0,1.0,0
2018-01-05 05:45:00,0.0,1.0,0
2018-01-05 06:00:00,0.0,1.0,0
2018-01-05 06:15:00,0.0,1.0,0
2018-01-05 06:30:00,0.0,1.0,0
2018-01-05 06:45:00,0.0,1.0,0
2018-01-05 07:00:00,0.0,1.0,0
2018-01-05 07:15:00,0.0,1.0,0
2018-01-05 07:30:00,0.0,1.0,0
2018-01-05 07:45:00,0.0,1.0,0
2018-01-05 08:00:00,0.0,1.0,0
2018-01-05 08:15:00,0.0,1.0,0
2018-01-05 08:30:00,0.0,1.0,0
2018-01-05 08:45:00,0.0,1.0,0
2018-01-05 09:00:00,0.0,1.0,0
2018-01-05 09:15:00,0.0,1.0,0
2018-01-05 09:30:00,0.0,1.0,0
2018-01-05 09:45:00,0.0,1.0,0
2018-01-05 10:00:00,0.0,1.0,0
2018-01-05 10:15:00,0.0,1.0,0
2018-01-05 10:30:00,0.0,1.0,0
2018-01-05 10:45:00,0.0,1.0,0
2018-01-05 11:00:00,0.0,1.0,0
2018-01-05 11:15:00,0.0,1.0,0
2018-01-05 11:30:00,0.0,1.0,0
2018-01-05 11:45:00,0.0,1.0,0
2018-01-05 12:00:00,0.0,1.0,0
2018-01-05 12:15:00,0.0,1.0,0
2018-01-05 12:30:00,0.0,1.0,0
2018-01-05 12:45:00,0.0,1.0,0
2018-01-05 13:00:00,0.0,1.0,0
2018-01-05 13:15:00,0.0,1.0,0
2018-01-05 13:30:00,0.0,1.0,0
2018-01-05 13:45:00,0.0,1.0,0
2018-01-05 14:00:00,0.0,1.0,0
2018-01-05 14:15:00,0.0,1.0,0
2018-01-05 14:30:00,0.0,1.0,0
2018-01-05 14:45:00,0.0,1.0,0
2018-01-05 15:00:00,0.0,1.0,0
2018-01-05 15:15:00,0.0,1.0,0
2018-01-05 15:30:00,0.0,1.0,0
2018-01-05 15:45:00,1.4,0.9590000000000001,0
2018-01-05 16:00:00,1.4,0.9638461538461539,0
2018-01-05 16:15:00,1.4,0.9686923076923077,0
2018-01-05 16:30:00,1.4,0.9735384615384616,0
2018-01-05 16:45:00,1.4,0.9783846153846154,0
2018-01-05 17:00:00,1.4,0.9832307692307692,0
2018-01-05 17:15:00,1.4,0.9880769230769231,0
2018-01-05 17:30:00,1.4,0.9929230769230769,0
2018-01-05 17:45:00,0.6444444444444524,0.9977692307692307,0
2018-01-05 18:00:00,0.0,1.0,0
2018-01-05 18:15:00,0.0,1.0,0
2018-01-05 18:30:00,0.0,1.0,0
2018-01-05 18:45:00,0.0,1.0,0
2018-01-05 19:00:00,0.0,1.0,0
2018-01-05 19:15:00,0.0,1.0,0
2018-01-05 19:30:00,0.0,1.0,0
2018-01-05 19:45:00,0.0,1.0,0
2018-01-05 20:00:00,0.0,1.0,0
2018-01-05 20:15:00,0.0,1.0,0
2018-01-05 20:30:00,0.0,1.0,0
2018-01-05 20:45:00,0.0,1.0,0
2018-01-05 21:00:00,0.0,1.0,0
2018-01-05 21:15:00,0.0,1.0,0
2018-01-05 21:30:00,0.0,1.0,0
2018-01-05 21:45:00,0.0,1.0,0
2018-01-05 22:00:00,0.0,1.0,0
2018-01-05 22:15:00,0.0,1.0,0
2018-01-05 22:30:00,0.0,1.0,0
2018-01-05 22:45:00,0.0,1.0,0
2018-01-05 23:00:00,0.0,1.0,0
2018-01-05 23:15:00,0.0,1.0,0
2018-01-05 23:30:00,0.0,1.0,0
2018-01-05 23:45:00,0.0,1.0,0
2018-01-06 00:00:00,0.0,1.0,0
2018-01-06 00:15:00,0.0,1.0,0
2018-01-06 00:30:00,0.0,1.0,0
2018-01-06 00:45:00,0.0,1.0,0
2018-01-06 01:00:00,0.0,1.0,0
2018-01-06 01:15:00,0.0,1.0,0
2018-01-06 01:30:00,0.0,1.0,0
2018-01-06 01:45:00,0.0,1.0,0
2018-01-06 02:00:00,0.0,1.0,0
2018-01-06 02:15:00,0.0,1.0,0
2018-01-06 02:30:00,0.0,1.0,0
2018-01-06 02:45:00,0.0,1.0,0
2018-01-06 03:00:00,0.0,1.0,0
2018-01-06 03:15:00,0.0,1.0,0
2018-01-06 03:30:00,0.0,1.0,0
2018-01-06 03:45:00,0.0,1.0,0
2018-01-06 04:00:00,0.0,1.0,0
2018-01-06 04:15:00,0.0,1.0,0
2018-01-06 04:30:00,0.0,1.0,0
2018-01-06 04:45:00,0.0,1.0,0
2018-01-06 05:00:00,0.0,1.0,0
2018-01-06 05:15:00,0.0,1.0,0
2018-01-06 05:30:00,0.0,1.0,0
2018-01-06 05:45:00,0.0,1.0,0
2018-01-06 06:00:00,0.0,1.0,0
2018-01-06 06:15:00,0.0,1.0,0
2018-01-06 06:30:00,0.0,1.0,0
2018-01-06 06:45:00,0.0,1.0,0
2018-01-06 07:00:00,0.0,1.0,0
2018-01-06 07:15:00,0.0,1.0,0
2018-01-06 07:30:00,0.0,1.0,0
2018-01-06 07:45:00,0.0,1.0,0
2018-01-06 08:00:00,0.0,1.0,0
2018-01-06 08:15:00,0.0,1.0,0
2018-01-06 08:30:00,0.0,1.0,0
2018-01-06 08:45:00,0.0,1.0,0
2018-01-06 09:00:00,0.0,1.0,0
2018-01-06 09:15:00,0.0,1.0,0
2018-01-06 09:30:00,0.0,1.0,0
2018-01-06 09:45:00,0.0,1.0,0
2018-01-06 10:00:00,0.0,1.0,0
2018-01-06 10:15:00,0.0,1.0,0
2018-01-06 10:30:00,0.0,1.0,0
2018-01-06 10:45:00,0.0,1.0,0
2018-01-06 11:00:00,0.0,1.0,0
2018-01-06 11:15:00,0.0,1.0,0
2018-01-06 11:30:00,0.0,1.0,0
2018-01-06 11:45:00,0.0,1.0,0
2018-01-06 12:00:00,0.0,1.0,0
2018-01-06 12:15:00,0.0,1.0,0
2018-01-06 12:30:00,0.0,1.0,0
2018-01-06 12:45:00,0.0,1.0,0
2018-01-06 13:00:00,0.0,1.0,0
2018-01-06 13:15:00,0.0,1.0,0
2018-01-06 13:30:00,0.0,1.0,0
2018-01-06 13:45:00,0.0,1.0,0
2018-01-06 14:00:00,0.0,1.0,0
2018-01-06 14:15:00,0.0,1.0,0
2018-01-06 14:30:00,1.4,0.9620000000000001,0
2018-01-06 14:45:00,1.4,0.9668461538461539,0
2018-01-06 15:00:00,1.4,0.9716923076923077,0
2018-01-06 15:15:00,1.4,0.9765384615384616,0
2018-01-06 15:30:00,1.4,0.9813846153846154,0
2018-01-06 15:45:00,1.4,0.9862307692307692,0
2018-01-06 16:00:00,1.4,0.9910769230769231,0
2018-01-06 16:15:00,1.1777777777777814,0.9959230769230769,0
2018-01-06 16:30:00,0.0,1.0,0
2018-01-06 16:45:00,0.0,1.0,0
2018-01-06 17:00:00,0.0,1.0,0
2018-01-06 17:15:00,0.0,1.0,0
2018-01-06 17:30:00,0.0,1.0,0
2018-01-06 17:45:00,0.0,1.0,0
2018-01-06 18:00:00,0.0,1.0,0
2018-01-06 18:15:00,0.0,1.0,0
2018-01-06 18:30:00,0.0,1.0,0
2018-01-06 18:45:00,0.0,1.0,0
2018-01-06 19:00:00,0.0,1.0,0
2018-01-06 19:15:00,0.0,1.0,0
2018-01-06 19:30:00,0.0,1.0,0
2018-01-06 19:45:00,0.0,1.0,0
2018-01-06 20:00:00,0.0,1.0,0
2018-01-06 20:15:00,0.0,1.0,0
2018-01-06 20:30:00,0.0,1.0,0
2018-01-06 20:45:00,0.0,1.0,0
2018-01-06 21:00:00,0.0,1.0,0
2018-01-06 21:15:00,0.0,1.0,0
2018-01-06 21:30:00,0.0,1.0,0
2018-01-06 21:45:00,0.0,1.0,0
2018-01-06 22:00:00,0.0,1.0,0
2018-01-06 22:15:00,0.0,1.0,0
2018-01-06 22:30:00,0.0,1.0,0
2018-01-06 22:45:00,0.0,1.0,0
2018-01-06 23:00:00,0.0,1.0,0
2018-01-06 23:15:00,0.0,1.0,0
2018-01-06 23:30:00,0.0,1.0,0
2018-01-06 23:45:00,0.0,1.0,0
2018-01-07 00:00:00,0.0,1.0,0
2018-01-07 00:15:00,0.0,1.0,0
2018-01-07 00:30:00,0.0,1.0,0
2018-01-07 00:45:00,0.0,1.0,0
2018-01-07 01:00:00,0.0,1.0,0
2018-01-07 01:15:00,0.0,1.0,0
2018-01-07 01:30:00,0.0,1.0,0
2018-01-07 01:45:00,0.0,1.0,0
2018-01-07 02:00:00,0.0,1.0,0
2018-01-07 02:15:00,0.0,1.0,0
2018-01-07 02:30:00,0.0,1.0,0
2018-01-07 02:45:00,0.0,1.0,0
2018-01-07 03:00:00,0.0,1.0,0
2018-01-07 03:15:00,0.0,1.0,0
